case_num,publication_num,decision_date,court_provided_header,court_provided_keywords,court_provided_class,legal_area,applicant_names,applicant_class,respondent_names,respondent_class
T 431-83,NJA 1984 s. 829,1984-11-07,"Fråga om nedsättning av försäkringsersättning, när vid hemförsäkring försäkringsfallet, stöld i en bostad, inträffat sedan en säkerhetsföreskrift om att ytterdörren skulle hållas låst blivit åsidosatt. 31 § konsumentförsäkringslagen.","Försäkringsersättning,Hemförsäkring,",T,,S.E.,Pm,Länsförsäkringar Nordvästra Skåne,Cs
T 433-83,NJA 1985 s. 397,1985-05-28,"Fråga om innebörden av en i avtal om byggnadsentreprenad intagen bestämmelse om garantitid dels i ett fall där Svenska teknologföreningens Allmänna bestämmelser för byggnads-, anläggnings- och installationsentreprenader (AB 65) omfattas av avtalet (I) dels i ett fall där sådana bestämmelser inte omfattas av avtalet (II).","Byggnadsentreprenad,Avtal,Garanti,AB65",T,6,"R.U., J.S.,I.S.","Pm,Px,Px","Bygg K.B. Aktiebolag, S-O.J.","Cs,Pm"
T 435-80,NJA 1983 s. 232,1983-03-15,"Ridhästar som brutit sig ut ur en inhägnad beteshage kom upp på en allmän väg och orsakade där en trafikolycka. Skadeståndstalan mot hästarnas ägare har ogillats, då stängslet kring beteshagen bedömts vara av en normalt tillfredsställande typ och det ej visats föreligga särskilda förhållanden som kunde ge anledning att ställa upp speciella krav på stängslets konstruktion och beskaffenhet.","Häst,Trafikolycka,Skadestånd",T,"23,24",N.P.,Px,S.L.,Px
T 435-81,NJA 1983 s. 875,1983-12-21,"Varumärkesmål. Frågor om tillämpning av föreskriften i 25 § 2 st varumärkeslagen (1960:644) om s k användningstvång. Varumärke som är identiskt med dominanten i varumärkesinnehavarens firma har inte ansetts ha varit i bruk genom att firman har använts som varukännetecken. Fråga, om varumärket på annat sätt har varit i bruk. Fråga, huruvida varumärkesinnehavare, som inte har brukat varumärket sedan det registrerades år 1969, har visat skäl för sin underlåtenhet. Revisionskäranden har i revisionsinlagan yrkat ogillande av motpartens talan i saken men först vid huvudförhandlingen i HD framställt därav föranledda yrkanden i fråga om rättegångskostnader vid underinstanserna. Kostnadsyrkandena har ansetts inte kunna upptas till prövning.","Varumärke,Användningstvång,",T,14,American Cyanamid Company,Cf,Pharmacia AB,Cs
T 435-85,NJA 1986 s. 187,1986-03-26,"I ärende hos hyresnämnd om uppskov enligt 12 kap 59 § JB med avflyttning från förhyrd parkeringsanläggning har hyresgästen i första hand gjort gällande, att parterna muntligen träffat avtal om förlängning av hyresavtalet. Hyresnämnden har i sitt beslut uttalat att nämnden inte funnit visat att sådant avtal träffats men att uppskov med avflyttningen skulle beviljas. I vid fastighetsdomstol anhängiggjort mål, vari yrkats förpliktande för hyresgästen att avflytta vid uppskovstidens utgång, har prövats frågan, huruvida det genom hyresnämndens beslut blivit rättskraftigt avgjort att avtal om förlängning av hyresförhållandet ej träffats. Frågan har besvarats nekande. 22 § lagen om arrende nämnder och hyresnämnder.","Parkering,Hyresavtal,Förlängning,Avflyttning",T,6,AB Civic,Cs,Carpark AB,Cs
T 436-82,NJA 1984 s. 772,1984-11-19,"Under äktenskap har mannen i eget namn köpt en villafastighet och erhållit lagfart på fånget. Mellan makarna har varit förutsatt att också hustrun skulle bli ägare. Av hustrun åberopat förvärv av andel i fastigheten har, när det inte manifesterats genom en formenlig överlåtelse från mannen - eller genom en lagakraftvunnen dom på äganderätt för hustrun - ansetts inte kunna göras gällande mot mannens borgenärer vid utmätning eller konkurs.","Lagfart,Köpavfastegendom,Makar,Äganderätt,",T,"19,10",X.A.,Pw,"B.A.,kronofogdebymndigheten","Pm,Oa"
T 440-86,NJA 1987 s. 602,1987-08-11,En vadesvarande i vårdnadsmål yrkade att vadekäranden skulle föreläggas vite enligt 6 kap 21 § FB. HovR:n har ansetts utan hinder av grundsatsen om förbud mot reformatio in pejus äga uppta yrkandet till prövning.,"Vårdnad,Vite,Reformatioinpejus",T,"12,18",U.O.,Px,A-K.M.,Pw
T 441-80,NJA 1982 s. 23,1982-01-13,Den rätt till fotografisk bild som enligt 14 § lagen (1960:730) om rätt till fotografisk bild tillkommer beställaren av bilden avser inte äganderätten till bildnegativet.,"Rätttillfotografiskbild,Beställare,",T,"6,14",J.E.,Pm,H.S.,Pm
T 441-82,NJA 1984 s. 251,1984-04-02,"Jordbruksarrendator, som bedrivit svinuppfödning i den arrenderade fastighetens ladugård, har överlåtit denna rörelse och till förvärvaren utan jordägarens samtycke upplåtit nyttjanderätt till ladugården frånsett visst utrymme däri samt till den del av huvudbyggnaden som ingick i arrendet. Fråga huruvida upplåtelsen kunde anses utgöra sådant uthyrande av ledigt utrymme i byggnad som avses i 8 kap 19 § JB.","Jordbruksarrende,Överlåtelse,Upplåtelse",T,19,"V.C.,S.K.,X.X.,I.K.,dödsboet efter M.K.","Px,Px,Px,Px,Xs",A.H.,Pm
T 441-88,NJA 1989 s. 754,1989-12-20,Fråga om förutsättningar förelegat för HovR att meddela dom utan att kommunicera vadeinlagan med vadesvaranden. 50 kap 8 § RB.,"Kommunikation,Ogrundadtalan,Rättegångsfel,",T,18,Svenska Handelsbanken,Cs,"A.L.,S.L.,B.L.","Pm,Px,Pm"
T 444-82,NJA 1983 s. 858,1983-12-16,"Från säljarsidan under köpeförhandlingarna lämnad uppgift om en försåld fastighets areal har ansetts innebära en utfästelse som befriar köparen från undersökningsplikt i detta hänseende, om inte andra omständigheter talar däremot.","Areal,Fastighet,Utfästelse,",T,19,"B.J.,B.H.","Px,Px","K.W.,B-L.W.","Pw,Pm"
T 449-82,NJA 1984 s. 587,1984-07-25,Tappande part kan lagligen inte åläggas att till den vinnande parten utge belopp avseende vittnesersättning utöver den ersättning som tillerkänts vittnet enligt rättens beslut.,Vittnesersättning,T,18,"K.G.S.,S.S.","Px,Px","G.R.,V.S.","Px,Px"
T 449-85,NJA 1987 s. 648,1987-09-29,Vattenmål. Vid prövning av tillåtligheten att ha brygga vid strand till annans vattenområde har insynen från bryggan över bostadstomten på den fastighet till vilken vattenområdet hör ansetts utgöra sådan skada av betydelse för fastighetsägaren att någon rätt att ha bryggan kvar inte förelåg. 2 kap 6 § VL.,"Vattenmål,Brygga,Skada,Fastighet",T,11,"Å.P.,U.A.","Px,Px",R.W.,Pw
T 45-81,NJA 1982 s. 230,1982-04-19,Fråga om ogiltigförklaring eller jämkning av preliminärt bodelningsavtal med tillämpning av 11 kap 16 § GB eller grunderna för 36 § avtalslagen.,"Bodelningsavtal,Jämkning,Ogiltigförklaring",T,,S.R.,Pw,H.O.R.,Pm
T 45-83,NJA 1985 s. 178,1985-03-18,"Sedan avtal om leverans av fartygsplåt ingåtts och leverans skett, har köparen försatts i konkurs. Säljaren har yrkat att avtalet förklaras ogiltigt på skilda grunder, bl a enligt 30 § avtalslagen (svek) eller i vart fall enligt förutsättningsläran, och att säljaren berättigas att återfå fartygsplåten. Konkursboet har invänt att säljaren - även om avtalet förklaras ogiltigt, vilket boet bestritt - inte äger separationsrätt i konkursen. HD har funnit avtalet ogiltigt enligt förutsättningsläran och bifallit säljarens talan.","Leveransavtal,Ogiltighet,Konkurs,",T,"6,10",Aktiebolaget Järnsida,Cs,Kalmar Varv Aktiebolag i konkurs,Cs
T 451-81,NJA 1983 s. 691,1983-10-18,"En till innehavaren ställd inteckningsrevers, innefattande personlig betalningsskyldighet för fastighetsägaren A, har utfärdats innan JB trädde i kraft. Fråga om godtroskravet sedan B förvärvat inteckningsreversen från annan än A.","Inteckningsrevers,Godtro,Förvärvare",T,6,J.P.,Pm,B.S.,Pm
T 451-88,NJA 1989 s. 389,1989-07-03,"I fall då lärare ådragit sig personskada orsakad av salmonellasmittad mat som tillretts i ett centralkök, drivet av Stockholms stad, och serverats i skolans matsal har staden ålagts ett strikt produktskadeansvar.","Skadestånd,Produktskada,Produktansvar,Strikt",T,23,M.F.,Pw,Stockholms stad ,Om
T 454-85,NJA 1987 s. 916,1987-12-17,Fråga om tillämpning av 11 kap 14 § regeringsformen på televerkets verkställighetsföreskrifter till lagen (1978:478) om avgift för innehav av televisionsmottagare.,"Televerket,Verkställighetsföreskrifter,",T,5,televerket,Oa,O.H.,Pm
T 454-86,NJA 1988 s. 89,1988-02-29,"Fråga i mål rörande uppsägning av lokalhyresgäst huruvida förutsättningar för ""surrogatdelgivning"" funnits. 12 kap 8 § 2 st och 8 kap 8 § 3 st JB.","Uppsägning,Lokalhyresgäst,Delgivning",T,6,L.O.,Pm,Stockholms stads hantverksförening,Es
T 454-88,NJA 1989 s. 546,1989-10-11,Fråga om tillämpning av 4 § 2 st räntelagen på fordran på grund av proprieborgen för avbetalningsköp.,"Proprieborgen,Borgen,Dröjsmålsränta,Ränta,",T,"6,10",Finans-Scandic AB,Cs,"G.R.,M.R.","Px,Px"
T 455-83,NJA 1984 s. 493,1984-07-05,Fråga om underhållsbidrag efter äktenskapsskillnad på grund av synnerliga skäl.,"Underhållsbidrag,Maka,Synnerligaskäl,",T,12,B.Z.,Pm,M.Z.,Pw
T 457-82,NJA 1984 s. 790,1984-11-26,Sedan ett dämningstillstånd meddelats har tillståndet inte utnyttjats och dammbyggnaden inte underhållits under en tid av 55 år. Företaget har ansetts övergivet och dämningsrätten därigenom förfallen.,"Dammbyggnad,Underhåll,Dämningsrätt",T,11,G.J.,Pw,H.P.,Pm
T 457-87,NJA 1989 s. 199,1989-05-02,Äktenskapsförord som slutits i Polen av svensk man och dennes polska hustru med iakttagande av formkraven i svensk men inte i polsk lag har ansetts giltigt i Sverige. I § 6 och 2 § 2 lagen (1912:69) om vissa internationella rättsförhållanden rörande äktenskaps rättsverkningar.,"Internationellarättsförhållanden,",T,12,H.R-E.,Pw,K-O.E.,Pm
T 458-82,NJA 1984 s. 487,1984-07-05,"En år 1966 meddelad dom på underhållsbidrag efter äktenskapsskillnad har jämkats på grund av ändrade förhållanden. Vid jämkningen har 11 kap 14 § GB i dess nu gällande lydelse tillämpats. Därvid har vid bedömning av frågan, om synnerliga skäl för underhållsbidrag enligt 3 st i paragrafen föreligger, ansetts böra som en särskild omständighet vägas in att underhållsbidrag har fastställts enligt äldre bestämmelser.","Äktenskapsskillnad,Underhållsbidrag,Jämkning",T,12,B.L.,Pm,U.L.,Pw
T 471-82,NJA 1983 s. 385,1983-05-26,"Arrendeavgift och indexklausul i ett år 1950 slutet arrendeavtal, avseende tomt för fritidsbostad och med en giltighetstid på 49 år, har jämkats med tillämpning av 36 § avtalslagen.","Arrendeavgift,Index,Fritidsbostad,Jämkning",T,19,Dödsboet efter K.C.,Xs,B.S.,Pm
T 474-85,NJA 1987 s. 535,1987-07-20,"Konsumentverket har, efter att ha låtit undersöka ett antal lackskyddsmedel för bilar, i ett pressmeddelande lämnat missvisande uppgifter om resultatet av undersökningen. Fråga huruvida uppgifterna kan anses ha lämnats vid myndighetsutövning. 3 kap 2 § skadeståndslagen.","Vilseledandeuppgift,Konsumentverket,",T,"23,1",Trifolium AB ,Cs,Staten genom Justitiekanslern,Os
T 477-87,NJA 1988 s. 559,1988-11-30,Umgänge med barn; särskilt fråga om vardagsumgänge. 6 kap 15 § FB.,"Umgängesrätt,Barn",T,12,J.J.,Pm,C.S.,Pw
T 479-81,NJA 1984 s. 764,1984-11-09,"I ett kommunalt fritidshem har i ett särskilt rum funnits för barnen avsedda snickarverktyg, förvarade inom räckhåll för barnen. En sjuårig pojke har med ett av verktygen, sannolikt ett stämjärn, allvarligt skadat ögat på en jämnårig pojke vid lek i andra utrymmen i fritidshemmet. Fråga, huruvida omständigheterna varit sådana att skadan skall anses vållad genom fel eller försummelse på kommunens sida.","Fritidshem,Skada,Barn,Försummelse,Kommun",T,23,J.D.,Pm,Malmö kommun,Om
T 479-82,NJA 1985 s. 397,1985-05-28,"Fråga om innebörden av en i avtal om byggnadsentreprenad intagen bestämmelse om garantitid dels i ett fall där Svenska teknologföreningens Allmänna bestämmelser för byggnads-, anläggnings- och installationsentreprenader (AB 65) omfattas av avtalet (I) dels i ett fall där sådana bestämmelser inte omfattas av avtalet (II).","Byggnadsentreprenad,Avtal,Garanti,AB65",T,"19,6","R.U.,,J.S.,I.S.","Pm,Px,Px","Kvissberg & Bäckström Byggnadsaktiebolag,,S-O.J.","Cs,Px"
T 48-88,NJA 1990 s. 49,1990-02-27,"Barn, som slutfört utbildning på en linje i gymnasieskola, har ansetts berättigat till underhållsbidrag för tid då barnet, efter fyllda 18 år, bedrivit ytterligare studier i gymnasieskolan (I-III). 7 kap 1 § 2 st FB.","Underhållsbidrag,Skolgång,Gymnasiestudier,",T,12,"T.T.,R.P.,A.S.","Px,Pm,Pw","M.S.,L.P.,E.S.","Px,Pm,Pm"
T 483-81,NJA 1983 s. 701,1983-11-03,"Under en sammankomst i en festvåning på en restaurang försvann ytterkläder, som två i sammankomsten deltagande personer hade hängt upp i ett därför inrättat utrymme i anslutning till festvåningen. Fråga om skyldighet för restaurangföretaget att ersätta förlusten.","Restaurang,Ersättningsskyldighet,Ytterkläder,",T,"6,23",Stockholms Fastighetsägareförenings Serviceaktiebolag,Cs,Restaurant AB Metropol,Cs
T 487-87,NJA 1990 s. 726,1990-12-06,Fråga om utländsk försäkringsgivare har regressrätt enligt 19 § 2 st andra meningen trafikskadelagen med avseende på ersättning för sjukvårdskostnad i anledning av trafikolycka i Sverige.,"Internationellarättsförhållanden,Regressrätt,",T,23,Inter Krankenversicherung Aktiengesellschaft,Cf,Hansa Trafik ömsesidig sakförsäkring,Cs
T 488-82,NJA 1985 s. 172,1985-03-07,"I ett avtal mellan två samboende har intagits en bestämmelse om att vid eventuell separation parternas egendom skall ""fördelas i två lika delar"" mellan dem och att ""därvid"" GB:s regler om giftorättsgods skall gälla. I mål om fastställelse av att klausulen är giltig mellan parterna har giltighetsfrågan funnits bero av hur klausulen skall tolkas. Käranden har inte angett sin uppfattning om den närmare innebörden. De förutsättningar i fråga om precisering av rättsförhållandet som enligt 13 kap 2 § RB måste krävas för att en fastställelsetalan skall kunna prövas har inte funnits föreligga i målet.","Sambor,Tolkning,Avtal,Fastställelsetalan",T,18,E.L.,Pw,S.E.L.,Pm
T 488-83,NJA 1984 s. 648,1984-09-12,Regeringsformens bestämmelser om lagform har ansetts inte utgöra hinder mot tillämpning av de i 20 § förordningen (1976:263) om statliga bostadsbidrag till barnfamiljer intagna föreskrifterna om skyldighet för bidragstagare att återbetala felaktigt uppburna bidrag. 8 kap 3 och 13 §§ samt 11 kap 14 § regeringsformen.,"Lagform,Regeringsformen,Bostadsbidrag,",T,"5,1",Danderyds kommun,Om,R.J.,Pm
T 489-86,NJA 1987 s. 376,1987-04-21,Fråga om jämkning enligt 6 kap 2 § skadeståndslagen av skadestånd på grund av uppsåtliga brott av 18-årig gärningsman.,"Skadestånd,Jämkning,Ungalagöverträdare",T,23,Stiftelsen Hyresbostäder i Örebro,Xs,D.L.,Pm
T 49-80,NJA 1982 s. 36,1982-01-14,"Beslut avseende stadsplan enligt vilken planområdet utgör industriområde har medfört inskränkning i tidigare gällande rätt att för bostadsändamål företa nybyggnad eller ombyggnad på viss fastighet. Stadsplaneläggningen omfattar endast tre fastigheter, av vilka de två andra redan före planens fastställande användes för industriändamål, och hela det därmed avsedda området ryms inom ett kvarter. Med hänsyn till stadsplanebeslutets sålunda begränsade räckvidd har beslutet ansetts hänförligt under 4 kap 18 § JB.","Stadsplan,Inskränkning,Nybyggnad,Ombyggnad",T,19,"M.N.,S.J.","Pm,Px","E.P.,S.P.,G.K.","Px,Px,Px"
T 490-85,NJA 1986 s. 748,1986-11-25,"Efter en sammanstötning mellan två personbilar undertecknade föraren av den ena bilen på olycksplatsen en handling, enligt vilken han påtog sig hela ansvaret för krockskada åsamkad den andra bilen. Omständigheterna vid utfästelsens tillkomst har inte befunnits ha varit sådana att det ansetts strida mot tro och heder av ägaren till den skadade bilen att åberopa utfästelsen. 33 § avtalslagen. Tillika fråga om ersättningsgilla rättegångskostnader enligt 8 och 9 §§ lagen (1974:8) om rättegången i tvistemål om mindre värden.","Kollision,Bil,Utfästelse,Rättegångkostnader",T,"6,18",E.E.,Pm,P-G.G.,Pm
T 491-88,NJA 1989 s. 646,1989-11-06,I HovR:n har förekommit sådant rättegångsfel som avses i 50 kap 28 § RB. Felet kan inte antas ha inverkat på målets utgång. Fråga om möjligheten att undanröja domen och återförvisa målet.,"Rättegångsfel,Återförvisning,Undanröjande",T,18,M.B.,Pw,I.J.,Px
T 493-81,NJA 1983 s. 255,1983-02-22,"I samband med att rätten i mål om äktenskapsskillnad beslutade att betänketid skulle löpa förordnade rätten i interimistiskt beslut, att hustrun skulle få sitta kvar i hemmet tills bodelning skedde. I enlighet härmed kvarbodde hustrun under betänketiden i den villafastighet parterna bebott och som utgjorde mannens giftorättsgods. Vid betänketidens slut dömdes till äktenskapsskillnad. Några veckor efter det domen vunnit laga kraft avflyttade hustrun från fastigheten. Fastigheten såldes knappt nio månader senare. Bodelning skedde ytterligare cirka tre månader därefter. Av mannen förd talan om skyldighet för hustrun att gottgöra mannen för kostnaderna för fastighetens förvaltning dels från det mannen med anledning av det interimistiska förordnandet avflyttade från fastigheten och till dess hustrun flyttade därifrån dels under tiden därefter och fram till försäljningen har lämnats utan bifall.","Äktenskapsskillnad,Betänketid,Interimistiskt",T,12,B.A.,Pm,B.A.,Pw
